Open,High,Low,Close,Adj Close,Volume
199.130005,201.759995,197.309998,201.5,198.47876,67935700
200.580002,208.380005,200.350006,207.389999,204.280457,62404000
207.029999,208.740005,205.479996,207.990005,204.871445,33447400
208,209.25,207.070007,209.070007,205.935257,25425400
209.320007,209.5,206.759995,207.110001,204.004639,25587400
206.050003,207.809998,204.520004,207.25,204.142532,22525500
207.279999,209.779999,207.199997,208.880005,205.748108,23469200
207.360001,209.100006,206.669998,207.529999,205.135254,24611200
207.699997,210.949997,207.699997,208.869995,206.459793,25869100
210.160004,210.559998,208.259995,209.75,207.329651,20748000
209.220001,210.740005,208.330002,210.240005,207.813995,28807600
211.75,213.809998,211.470001,213.320007,210.858459,28500400
213.440002,217.949997,213.160004,217.580002,215.06929,35427000
218.100006,219.179993,215.110001,215.460007,212.973755,30287700
216.800003,217.190002,214.029999,215.039993,212.558609,26159800
214.100006,216.360001,213.839996,215.050003,212.568481,19018100
214.649994,217.050003,214.600006,215.490005,213.003418,18883200
216.600006,216.899994,215.110001,216.160004,213.66568,18476400
217.149994,218.740005,216.330002,217.940002,215.42514,20525100
219.009995,220.539993,218.919998,219.699997,217.164825,22776800
220.149994,223.490005,219.410004,222.979996,220.406982,27254800
223.25,228.259995,222.399994,225.029999,222.433319,48793800
226.509995,228.869995,226,227.630005,225.003342,43340100
228.410004,229.179993,226.630005,228.360001,225.724899,27390100
228.990005,229.669998,225.100006,226.869995,224.25209,33333000
226.229996,227.350006,221.300003,223.100006,220.525604,34290000
221.850006,225.369995,220.710007,221.300003,218.746384,37619800
220.949997,221.850006,216.470001,218.330002,215.810654,39516500
218.009995,224.300003,216.559998,223.850006,221.266953,35749000
224.940002,225,219.839996,221.070007,218.519043,49278700
223.520004,228.350006,222.570007,226.410004,223.797409,41706400
225.75,226.839996,222.520004,223.839996,221.25705,31999300
222.149994,222.949997,217.270004,217.880005,215.365845,37195100
217.789993,221.850006,217.119995,218.240005,215.72168,31571700
218.5,219.619995,215.300003,218.369995,215.850189,27123800
220.240005,222.279999,219.149994,220.029999,217.491013,26608800
220.779999,221.360001,217.289993,217.660004,215.148376,96246700
216.820007,221.259995,216.630005,220.789993,218.242233,27693400
219.75,222.820007,219.699997,222.190002,219.626099,24554400
221,223.75,219.759995,220.419998,217.876511,23984700
223.820007,226.440002,223.539993,224.949997,222.354248,30181200
224.789993,225.839996,224.020004,225.740005,223.135147,22929400
227.949997,229.419998,226.350006,227.259995,224.637604,23600800
227.25,230,226.630005,229.279999,226.634293,24788200
230.050003,233.470001,229.779999,232.070007,229.39209,28654800
230.779999,232.350006,226.729996,227.990005,225.359177,32042000
227.960007,228.410004,220.580002,224.289993,221.701859,33580500
222.210007,224.800003,220.199997,223.770004,221.187866,29663900
223.639999,227.270004,222.25,226.869995,224.25209,26891000
225.460007,226.350006,216.050003,216.360001,213.863373,41990600
214.520004,219.5,212.320007,214.449997,211.975418,53124400
220.419998,222.880005,216.839996,222.110001,219.547028,40337900
221.160004,221.830002,217.270004,217.360001,214.851822,30791000
218.929993,222.990005,216.759995,222.149994,219.586548,29184000
222.300003,222.639999,219.339996,221.190002,218.63765,22885400
217.860001,219.740005,213,216.020004,213.527298,32581300
218.059998,221.259995,217.429993,219.309998,216.779327,33078700
219.789993,223.360001,218.940002,220.649994,218.103851,28792100
215.830002,223.25,214.699997,222.729996,220.159851,38767800
222.600006,224.229996,214.539993,215.089996,212.608017,40925500
217.710007,221.380005,216.75,219.800003,217.263672,29855800
215.899994,220.190002,212.669998,216.300003,213.804077,47258400
219.190002,219.690002,206.089996,212.240005,209.790924,45935500
211.149994,215.179993,209.270004,213.300003,210.838684,36660000
216.880005,220.449997,216.619995,218.860001,216.334518,38358900
219.050003,222.360001,216.809998,222.220001,219.655762,58323200
209.550003,213.649994,205.429993,207.479996,205.085831,91328700
204.300003,204.389999,198.169998,201.589996,199.263809,66163700
201.919998,204.720001,201.690002,203.770004,201.418655,31882900
205.970001,210.059998,204.130005,209.949997,207.527328,33424400
209.979996,210.119995,206.75,208.490005,206.803253,25362600
205.550003,206.009995,202.25,204.470001,202.815765,34365800
199,199.850006,193.789993,194.169998,192.599106,51135500
191.630005,197.179993,191.449997,192.229996,190.674789,46882900
193.899994,194.479996,185.929993,186.800003,185.288742,60801000
188.389999,191.970001,186.899994,191.410004,189.861435,46478800
190.5,194.970001,189.460007,193.529999,191.964279,36928300
190,190.699997,184.990005,185.860001,184.356339,41925300
178.369995,181.470001,175.509995,176.979996,175.548157,67825200
179.729996,180.270004,176.550003,176.779999,175.349792,31124200
174.940002,176.600006,172.100006,172.289993,170.896118,23624000
174.240005,174.949997,170.259995,174.619995,173.20726,44998500
171.509995,174.770004,170.880005,174.240005,172.830338,41387400
176.729996,181.289993,174.929993,180.940002,179.476135,46062500
182.660004,182.800003,177.699997,179.550003,178.097382,41770000
180.289993,180.330002,177.029999,178.580002,177.135223,39531500
184.460007,184.940002,181.210007,184.820007,183.324753,40802500
180.949997,182.389999,176.270004,176.690002,175.260513,41344300
171.759995,174.779999,170.419998,174.720001,173.306473,43098400
173.490005,174.490005,168.300003,168.490005,167.126862,42281600
165,170.089996,163.330002,169.600006,168.22789,62026000
171.660004,171.789993,167,168.630005,167.265732,47281700
170.399994,171.919998,169.020004,169.100006,167.731934,35627700
170.490005,172.570007,169.550003,170.949997,169.566956,31898600
169,169.080002,165.279999,165.479996,164.14122,40703700
165.449997,168.350006,162.729996,163.940002,162.613678,44287900
165.380005,167.529999,164.389999,166.070007,164.72644,33841500
166,167.449997,159.089996,160.889999,159.588348,49047300
160.399994,162.110001,155.300003,156.830002,155.561188,64773000
156.860001,158.160004,149.630005,150.729996,149.510544,95744600
148.149994,151.550003,146.589996,146.830002,145.64209,37169200
148.300003,157.229996,146.720001,157.169998,155.898438,58582500
155.839996,156.770004,150.070007,156.149994,154.886688,53117100
157.5,158.520004,154.550003,156.229996,154.966034,42291400
158.529999,159.360001,156.479996,157.740005,156.463837,35003500
154.889999,158.850006,154.229996,157.919998,156.642365,37039700
143.979996,145.720001,142,142.190002,141.039642,91244100
144.529999,148.550003,143.800003,148.259995,147.060516,58607100
148.699997,148.830002,145.899994,147.929993,146.733185,54777800
149.559998,151.820007,148.520004,150.75,149.53038,41025300
151.289993,154.529999,149.630005,153.309998,152.069672,45099100
152.5,153.970001,150.860001,153.800003,152.55571,35780700
152.880005,153.699997,151.509995,152.289993,151.057922,27023200
150.850006,151.270004,149.220001,150,148.786438,32439200
150.270004,153.389999,150.050003,153.070007,151.831619,28710900
153.080002,155.880005,153,154.940002,153.686493,30569700
154.199997,157.660004,153.259995,155.860001,154.599045,29821200
157.5,157.880005,155.979996,156.820007,155.551285,33751000
156.410004,156.729996,152.619995,153.300003,152.059753,30394000
154.149994,155.139999,151.699997,153.919998,152.674728,23130600
154.110001,154.479996,151.740005,152.699997,151.464615,25441500
155.479996,158.130005,154.320007,157.759995,156.483673,33535500
155.789993,156.330002,153.660004,156.300003,155.035492,26192100
156.25,158.130005,154.110001,154.679993,153.428589,41587200
163.25,166.149994,160.229996,165.25,163.913071,61109800
166.110001,169,164.559998,166.440002,165.093445,40739600
166.960007,168.979996,165.929993,166.520004,165.172806,32668100
167.410004,171.660004,167.279999,171.25,169.864532,31495500
172.860001,175.080002,172.350006,174.179993,172.770813,36101600
174.649994,175.570007,172.850006,174.240005,172.830338,28239600
172.399994,173.940002,170.339996,170.940002,169.557037,31741700
168.990005,170.660004,168.419998,170.410004,169.756271,23820000
171.050003,171.210007,169.25,169.429993,168.780029,20993400
170.100006,171,169.699997,170.889999,170.234436,22283500
171.389999,172.479996,169.919998,170.179993,169.527145,22490200
169.710007,171.259995,169.380005,170.800003,170.144775,21835700
171.25,171.699997,169.75,170.419998,169.766235,24626800
169.710007,171.440002,169.490005,170.929993,170.274261,18972800
171.190002,173.320007,170.990005,172.029999,171.370056,26114400
171.800003,172.369995,170.300003,171.059998,170.403778,17249700
171.580002,173,171.380005,172.970001,172.306458,18913200
174.160004,175.869995,173.949997,174.229996,173.561615,21873400
173.710007,175.300003,173.169998,174.330002,173.66124,17070200
173.210007,175,172.729996,174.869995,174.199158,27835400
174.320007,174.910004,172.919998,173.149994,172.485748,28215400
174.279999,175.149994,172.889999,174.970001,174.298782,25886200
175.690002,177.75,173.970001,175.850006,175.175415,27436200
175.940002,176,174.539993,175.529999,174.856628,19737400
174.669998,175.490005,173.940002,174.520004,173.85051,20810400
173.869995,174.440002,172.020004,172.5,171.838257,24760900
170.320007,173.070007,169.5,172.910004,172.246689,23999400
175.490005,179.119995,175.350006,178.899994,178.213699,32011000
180,182.669998,179.369995,180.910004,180.215988,32467600
182.25,183.300003,180.919998,181.710007,181.012924,31032500
183.899994,184.100006,182.559998,183.729996,183.025162,23579500
184.850006,187.330002,183.740005,186.119995,185.406006,39042900
185.800003,188.389999,185.789993,188.020004,187.298721,26219800
188.350006,188.990005,185.919998,186.529999,185.814423,31646400
186.229996,189.490005,184.729996,188.160004,187.438187,31035200
190.020004,196.330002,189.809998,195.089996,194.341583,51034200
195.339996,197.690002,190.779999,191.050003,190.317093,42407700
191.509995,191.979996,186.600006,188.740005,188.015961,43845300
191.660004,192.880005,184.580002,186.789993,186.073425,49800500
188.75,189.759995,186.550003,188.470001,187.746994,29848400
188.949997,189.559998,187.529999,188.720001,187.996033,20780400
189.830002,190.080002,188.539993,189.949997,189.221313,23564000
191.639999,191.679993,188.380005,191.240005,190.506363,27862000
191.089996,194.460007,191.050003,194.020004,193.275696,22765700
193.25,196.5,193.149994,195.350006,194.600601,23271800
194.789993,196.369995,193.139999,195.690002,194.939301,19114300
196.449997,197.100006,195.929993,197,196.244263,18526600
196.419998,200.229996,196.339996,200.100006,199.332382,25881700
200.320007,202.850006,199.229996,199.5,198.73468,35768200
198.679993,200.740005,198.179993,200.619995,199.850372,21695300
200.850006,201,198.440002,198.949997,198.186783,20900800
199.199997,200.139999,196.210007,198.869995,198.107086,27760700
198.580002,199.850006,198.009995,199.229996,198.465714,17536600
199.460007,201.369995,198.559998,199.25,198.485641,25696400
199.539993,203.380005,198.610001,203.130005,202.350754,28906800
203.119995,204.149994,202.520004,203.860001,203.077957,24195800
202.830002,204.940002,202.339996,204.529999,203.745377,19439500
204.429993,207.75,203.899994,207.479996,206.684052,23323000
207.360001,208.479996,207.050003,207.160004,206.365295,17540600
206.830002,207.759995,205.119995,205.279999,204.492508,18543200
204.899994,205,202.119995,204.300003,203.516266,18649100
204.399994,205.970001,203.860001,204.610001,203.825073,22204700
203.059998,203.399994,199.110001,200.669998,199.900192,46534900
209.880005,215.309998,209.229996,210.520004,209.712402,64827300
209.839996,212.649994,208.130005,209.149994,208.347656,31996300
210.889999,211.839996,210.229996,211.75,210.937683,20892400
204.289993,208.839996,203.5,208.479996,207.680222,32443100
205.880005,207.419998,200.830002,202.860001,202.081787,38763700
201.899994,205.339996,201.75,202.899994,202.121628,26339500
200.399994,201.679993,196.660004,200.720001,199.949997,34908600
197.419998,198.850006,192.770004,197.179993,197.179993,41183400
